Term,Group,Course,Age,Gender,Written_narrative_unfiltered
W23,IFG,SPA 2,22,Female,"El taller de lectura es sobre el quinceañera del hermana de Gabriel. En SPA 1, introducirían Irene en el libro. En este taller introducirían a Gabriel, quien es el novio de Irene. Este taller es más chistoso y no es tan serio como el taller en SPA 1. Por ejemplo, el papa de Gabriel quiería ver el final de Jane de Virgin, pero su familia es tan ruidosa que no podía hacerlo.   Gabriel roto su tobillo, pero al fin se cuidó y podía bailar con su hermana en la baile sorpresa. "
W23,IFG,SPA 2,25,Female,"Lola, la hermana menor de Gabriel, prepara para su Quinceñera y el libro incluye escenarios diferentes, que pasan a los miembros de la familia de los dos. Irene, que era la protagonista en el libro previo, ahora es la novia de Gabriel y interactúa con Gabriel y su amigo Jake para prepararlos por estudiar en el extranjero y el baile durante la Quinceñera. Lola tiene muchos problemas con su madre Gloria, porque ella tiene esperanzas antiguas por la fiesta de su hija. Lola publica un video en YouTube para compartir su experiencia con otras chicas. La tía de Lola apoya a su sobrina y es más moderna que su hermana Gloria. El padre, Enrique, no es muy involucrado en las preparaciones, pero prefiere ver su serie favorita. Gabriel tiene un accidente y no sabe que puede bailar con su hermana, pero al final la Quinceñera es un éxito para todos."
W23,IFG,SPA 2,18,Male,"En el libro, Irene y Gabriel están en una fecha dónde Gabriel se pregunta a ser su novia. Ella acepta, y es entonces invitándola a tener almuerzo con la familia de Gabriel. En almuerzo, la hermana de Gabriel, Lola, habla sobre su quinceañera y pregunta Gabriel a ser el chamberlain de honor. Gabriel está nervioso sobre su posición, pero Irene y su amigo Jake ofrecen a ayudan practicar su baile. Lola argumenta con su madre sobre su fiesta, pero ellos aceptan a hacer la fiesta come quiere Lola. Gabriel se sube a un accidente de bicicleta y duele su tobillo. Él preocupa sobre no estar baile con su hermana, pero él logra sanar antes la fiesta. La fiesta y el baile van buenos por Gabriel y Lola."
W23,IFG,SPA 2,19,Female,"irene recibe un novio Gabriel. irene está teniendo una fiesta de cumpleaños para su cumpleaños de quince años, pero viene a muchos obstáculos y problemas. Mientras lo planifica con su madre, descubre que tienen deseos y necesidades muy diferentes para la fiesta. Su madre quiere una fiesta más tradicional en general y ella quiere una fiesta más moderna y divertida. Su novio Gabriel se fracturó el pie y estaba a punto de no poder bailar. Él se pone mejor y puede bailar ahora."
W23,IFG,SPA 2,18,Female,"En el libro nosotros leemos en clase la hermana de Gabriel, Lola, esta preparando por su quinceañera, pero su mamá quiere hacer otras cosas por su fiesta. Lola decide hacer un video en YouTube como sobrevivir a tu mama. También Gabriel necesita aprender ballet, entonces él aprende Jake sprender español. Pero, Gabriel se rompió el tobillo."
W23,IFG,SPA 2,19,Female,"Lola tiene una quinceñera pero Gabriel se rompió el tobillo. Tambien, su mama quiere feo vestido y musica."
W23,IFG,SPA 2,18,Female,"La trama del libro en español era contar la historia de amor entre Iren y Gabriel. Se conocieron en UC Davis. Han ido a citas a la lechería Davis. Luego, más tarde, Iren se reunió con la familia en una cena, Gabriel también la invitó. En la cena, Lola le pide a Gabriel que sea su chambalan. Dice que sí, pero más tarde se rompió el tobillo. También en la historia Lola y también debate con su madre entre cosas modernas y de la vieja escuela en su quincenera como el vestido, los zapatos y la música."
W23,IFG,SPA 2,18,Female,"Irene tiene un novio se llama Gabriel que se rompió el tobillo. Gabriel tiene una hermana se llama Lola, quien tuvo una quinceañera que su mamá no le gusta porque ella es old-fashioned. Irene también tiene un compañero de cuarto gay se llama Jake que estaba nervioso sobre si debería besar a su cita en la primera cita.  A Irene le preocupaba que Gabriel fue moving demasiado rápido porque Irene es de España y él la sorprendió con un anillo de promesa y conociendo a su familia."
W23,IFG,SPA 2,24,Male,"An la biblioteca de Taller de Series, la persona central y los miembros de su familía hablan sobre sus relaciones y preparan para una Quinceñera. Gabriela, su madre, y su abuela hablan sobre las ropas y tradiciones de Quinceñera. También, Gabriela, su hermano, y su padre necesitan bailar durante la ceremonia. "
W23,IFG,SPA 2,19,Male,"Se trataba de la quinceañera de lola y de cómo su hermano se lastimó el tobillo y no pudo enseñarle a su amigo los movimientos para la ceremonia. Los jóvenes piensan que la tradición es demasiado antigua y anticuada, por lo que intentan hacer su propia versión moderna con música y vestimenta diferente. Todo terminó bien con Jake y Gabriel dirigiendo el baile, lo que terminó la ceremonia mejor de lo que esperaba la mayoría de la familia."
W23,IFG,SPA 2,20,Male,It was about a girl's entrance into womanhood when she turned 15 and her getting ready to go into marriage. The mom wanted it to be more classic and the daughter wanted a more modern feel.
W23,IFG,SPA 2,19,Male,"eel libro era sobre una quinceañera y la madre y la hija tenían diferentes puntos de vista sobre cómo querían ejecutarlo. Una quinceañera es una celebración en la cultura española donde la niña se convierte en mujer. Es su decimoquinto o decimosexto cumpleaños. La mamá quería que fuera más antiguo y clásico, mientras que la hija quería que fuera más moderno y moderno. La hermana de la madre estuvo de acuerdo con la hija sobre cómo se debe llevar a cabo la quinceañera. El novio de la hija quería aprender a bailar mejor y luego se rompió el tobillo mientras practicaba su baile. Se mejoró antes de la celebración y pudo bailar en la fiesta. La niña que estaba de cumpleaños también tenía un canal de youtube donde publicaba videos sobre cómo manejar a su mamá a quien no le gustaban sus ideas. Algo divertido que sucedió en el libro fue que al principio el novio le dio un anillo y ella pensó que se iban a casar, pero era solo un regalo."
W23,IFG,SPA 2,21,Male,"hay una quinceañera y hay mucha gente que viene. a la gente en el baile le gusta lo elegante que es. la mamá de la niña quiere que use un vestido conservador pero la niña quiere usar ropa casual. la hija es mucho más moderna que la madre y esto genera conflicto. hay personas que apoyan a la hija de la familia en el uso de ropa tradicional. la chica recibe un anillo para casarse con el chico. Hay muchas veces donde hay conflicto por la diferencia de generaciones. Luego, la hija quiere hacer un video de YouTube sobre cómo detener a una madre que está siendo molesta. la hija habla de esto al final de la historia y a alguien más le gusta la idea. hablan de que ella se convertirá en la próxima sesión de Internet debido a este tema. las personas en este libro se hacen bromas entre sí."
W23,IFG,SPA 2,20,Male,Por este libro la trama principal es sobre una niña y su madre y ellos hablar sobre quinceañera de niñas. Lola es una niña y idea de Lola no tan idea de mama de Lola. Lola quiere una quinceañera con música moderno y mamá de Lola quiere la música viejo y formal. Ademas ellas no aceptan sus ideas con ropas y zapatos. Además en este libro hay un accidente con un hombre cuando este hombre montaba su bicicleta y el hombre se rompía su pierna. Además en al principio hay una pareja y falta de comunicación cuando él le dio un anillo. Porqué ella piensa el anillo para caerse pero es un anillo de compromiso.
W23,IFG,SPA 2,18,Male,From what I remember there are a few plotlines that each kinda center around 1 character. A main plotline of the book is the disagreement between a girl and her mom about her quincenera. The girl makes a youtube video about her mom being too controlling about every part of the party and the mom realizes she should let the girl do what she wants because it is her party and its all resolved nicely. Earlier in the story there are a set of friends one of whom is trying to learn spanish and another who breaks his arm. 
W23,IFG,SPA 2,22,Non-binary / third gender,"Este es la quinceañera de la hermana de el novio de Irene. Gabriel, el novio, es elegido para ser el chambelan de honor por la fiesta. Gabriel tiene que aprender a bailar. Lola, la hermana, está estresado sobre su madre porque ella es old fashioned, pero su tía es mas chill. Gabriel quiere aprender a bailar con Jake. Jake quiere aprender a hablar Español por un programa estudiar abroad. Gabriel se rompe la pierna y cree que no puede bailar. Antes de la fiesta, Gabriel puede quitarse el cast y bailar con su hermana en la quinceañera!! El Padre de Gabriel está orgulloso de él."
W23,IFG,SPA 2,19,Male,"El libre es sobre de Gabriel, el novio de Irene from el libro primero. El da un anillo de promesa a Irene y dice que quiere hacer su relación oficial. La hermana de Gabriel, Lola, tiene una Quincenera y pregunta que Gabriel baila que ella en la fiesta. También, Lola y su madre Gloria discuten con la tema de la Quincenera. Lola quiere una tema moderna y su madre quiere una tema tradicional. Gabriel está nervioso para el baile con Lola, pero su amigo, Jake, baila bien. Jake aprenda a Gabriel a bailar y toma una video de Gabriel y publica a TikTok. Desafortunadamente, durante montando en bicicleta, Gabriel lastima su tobillo y no puede practicar para la baile. Después de recuperaba, Gabriel baila con Lola y hace un error. Jake y sus amigos organizan un ""Flash Mob"" para distraen. La papá de Gabriel dice que el está orgulloso de Gabriel y el está un hermano bueno."
W23,IFG,SPA 2,22,Female,"Gabriel regala a Irene un anillo de promesa. Irene estaba muy confundida porque piense que Gabriel quiere casar a ella. Irene conoce la familia de Gabriel: Lola, su hermana menor, Enrique, su papá, y Gloria, su mamá. Gabriel se cae cuando montando su bicicleta y tiene que mantener su forma porque Gabriel es el chamberlain de honor de su hermana menor Lola en la quinceañera de Lola. Jake quiere decir español porque él quiere “travel abroad”. Lola publicada un video en YouTube porque su mamá es “old fashioned”. Lola en su quinceañera era muy bonita, como una princesa. El vestido es muy elegante. Gabriel estaba nervioso porque no le gusta bailar, pero Enrique decía a Gabriel que Gabriel baile muy bien. Gabriel le siente más bien y estaba emocionado cuando baile con Lola: estaba muy feliz que él es el chambelán de honor de Lola. Irene y Jake estaba muy felices también."
W23,IFG,SPA 2,25,Male,"I cannot remember the entire plot, but the book is about two kids (can’t remember the names) getting mock engaged and deciding to date each other. The girl who is having a quinceanera has to find ways to cope with her mom being overbearing and having to wear clothes and shoes she doesn’t like. After dance practice, the boyfriend hurts his leg in an accident. There was also an incident where one of the guys gets filmed doing a dance and feels embarrassed about it. In one of the chapters, the family is gathered talking about the quinceanera  and the power goes out, and one of the characters cannot watch the final episode of the soap opera he was watching. Eventually, the quinceanera happens, and the boyfriend feels embarrassed because he cannot dance well, but his father consoles him. The quinceanera happens and everyone is happy and relieved it went well. The character who was filmed dancing earlier remarks he is going to get his revenge and film the other guy."
W23,IFG,SPA 2,19,Female,"Irene tiene un novio. Su nombre es Gabriel. Gabriel era enamorado como Irene y daba Irene un anillo. Gabriel tiene Irene conocer su familia. Irene dice bueno, pero era nerviosa. Después, Lola, la hermana de Gabriel, tiene una Quinceañera. Para su Quinceañera, Lola quiere una fiesta moderna. Su mama no quiere este. Durante este, Lola grababa los videos para YouTube. Ella documeutaba su experienca con su Quinceañera. Ella documeutaba el dominante de su madre porque ella puede Lola tener un Quinceañera formal y tradicional. Gabriel es el mejor hombre de Lola pero, no puede bailar. Gabriel practica bailar con Irene y Jake, pero después, Gabriel rompia su tobillo cuando montaba su bicicleta. Era estresado porque Gabriel es el mejor hombre de Lola. Cuando su tobillo es recuperaba, Gabriel puede bailar. Pero porque el no sabe bailar, el era nervioso. Pero, cuando el baila con Lola, el era bueno. Su padre era orgulloso y Gabriel era feliz. "
W23,IFG,SPA 2,21,Male,"Gabriel es el hermano de Lola. Lola tiene una celebración de Quincenera. Gabriel rompío el tobillo antes de la fiesta. Él está muy triste porque no baile con su hermana. Tiene que bailar con Lola porque él es chambelan de honor. Lola está muy frustrada porque su madre es dominante sobre los tradiciones de la quinceñera. Gabriel quiere practicar bailando con su novia Irene. Despues de recuperaba, Gabriel baila con Lola a la fiesta de su quincenera. Su padre es muy feliz con su niño porque Gabriel hizo feliz a su hermana. Antes de la fiesta de Quincenera, Gabriel fue a una cita con Irene porque realmente le gustaba. Gabriel le da un anillo. Irene está asustada al principio porque ella penso que él le propuso matrimonio. Finalmente, Irene entiende que fue un regalo porque le gusta. Despues de la cita en que comienza a salir."
W23,IFG,SPA 2,22,Male,"La quince de Lola tiene un baile con su hermano Gabriel. Gabriel no puede bailar, no tiene rítmo. Jake ayudo a su amigo Gabriel a aprender a bailar. Gabriel ropía su tobillio y es enojado porque no puede bailar. El día antes de la quince recuporo y podía bailar con su hermana."
W23,IFG,SPA 2,20,Female,"En el libro, Irene y su novio, Gabriel, Irene pensó que Gabriel le estaba dando un anillo de compromiso. Era un anillo de promesa. Después de eso, Irene le envió un mensaje a Jake sobre el anillo y Jake le pidió consejo con su cita.  ir a las hermanas de Gabriel quinceañera. Pero, Gabriel es picked para bailar con su hermana y no sabe bailar. Pero amigo de Irene, Jake, lo hace, así que le enseñó a Gabriel a bailar. Otra cosa es que Lola, la hermana de Gabriel, estaba tiene problemas con su cumpleaños porque su madre. Lola creó un video sobre el problema con su cumpleaños debido a su madre. Otro problema fue que al andar en bicicleta, Gabriel se lastimó el tobillo. Así que Gabriel tenía miedo de perder su lugar bailar. Al final, Gabriel puede bailar en la quinceañera y la fiesta fue buena."
W23,IFG,SPA 2,18,Female,"Irene pensaba Gabriel estaba proponiendo a ella, pero solo le estaba dando un anillo de promesa. La hermana de Gabriel se llama Lola y ella no está de acuerdo con su madre sobre los detalles de su quinceañeara. Su madre pensaba que las decisiones de Lola son inapropiadas por una quinceañera. Lola pensaba que las decisiones de su madre era tan tradicional. Ella publicó un video de YouTube sobre cómo su madre arruinó su quinceañeara. Se suponía que Gabriel era su chambelán de honor, pero se cayó y se rompió el tobillo. Mientras todo esto sucedía, Enrique estaba viendo el último episodio de Jane the Virgin. No pudo ver el final porque hubo un corte de energía. Estaba muy molesto por no poder terminar el último episodio. Al final, el tobillo de Gabriel se curó y pudo bailar como el chambelán de honor en la quinceañera de su hermana. Fue un desastre y hubo un flash mob para encubrir su error."
W23,IFG,SPA 2,19,Female,"Irene tiene un novio. Su nombre es Gabriel. Gabriel era enamorado como Irene y daba Irene un anillo. Gabriel tiene Irene conocer su familia. Irene dice bueno, pero era nerviosa. Después, Lola, la hermana de Gabriel, tiene una Quinceañera. Para su Quinceañera, Lola quiere una fiesta moderna. Su mama no quiere este. Durante este, Lola grababa los videos para YouTube. Ella documentaba su experienca con su Quinceañera. Ella documentaba el dominante de su madre porque ella puede Lola tener un Quinceañera formal y tradicional. Gabriel es el mejor hombre de Lola pero, no puede bailar. Gabriel practica bailar con Irene y Jake, pero después, Gabriel rompia su tobillo cuando montaba su bicicleta. Era estresado porque una Quinceañera es pronto. Cuando su tobillo es recuperaba, Gabriel puede bailar. Pero porque el no sabe bailar, el era nervioso. Pero, cuando el baila con Lola, el era bueno. Su padre era orgulloso y Gabriel era feliz."
W23,IFG,SPA 2,21,Female,"Gabriel da un anillo a Irene. Irene conoce la familia de Gabriel. Gabriel, el novio de Irene, tiene una hermana se llama Lola. Lola está preparar a su quinceañera. La mamá de Lola y Lola no están de acuerdo sobre el vestido, los zapatos, y la quinceañera en general. Irene hace un vídeo sobre su mamá y su quinceañera. Gabriel está el chambelán de honor, y él practica bailar con Irene. Jake quiere aprender español y quiere hablar en español más. La mamá y la tía de Lola hablan sobre la quinceañera. La tía dice que los ideas de la mamá son antiguas. Gabriel rompe el tobillo mientras monta su bicicleta. Lola piensa que tiene que bailar con su otro hermano durante su quinceañera. Pero Gabriel se siente bien como bailar en la quinceañera. Gabriel hace un error durante el baile y él está avergonzado. Su papá habla con Gabriel y dice que él hace un buen trabajo y está orgulloso de Gabriel. "
W23,IFG,SPA 2,21,Female,"El novio de Irene es Gabriel. La hermana de Gabriel es Lola. Lola tiene quince ańos. Ella tiene un la quinceañera fiesta. Gabriel es el chambelan por la quinceañera. Gabriel está nervioso por bailar. Pero Gabriel rompe su tobillo porque su amigo Jake le preguntar que bailar TikTok. 
Tamien ellos vivo Jane the Virgin. 
Jake quiero aprender español porque el estuido abroad pronto. Jake tambien vivo un Tinder Date. Jake pregunta Gabriel por ayudar to text el. 
Lola piensa que Gabriel quiero El novio de Irene es Gabriel. Pero Gabriel da Irene un anillo de promesa. 
La madre de Lola está enojado Lola. Lola quiere un otro vestido y Converse zapatos. El vestido que la madre quiere Lola llevar es feo y viejo. 
Lola hace un Youtube video sobre su enojado madre. 
finalmente, la quinceañera es bonita y divertida. "
W23,IFG,SPA 2,18,Female,"(I think Irene's boyfriend's name was Gabriel, but I'm not 100% sure)

Gabriel le da a Irene un anillo. Irene piensa que Gabriel está proponiendo, pero no. Gabriel y Irene van a una comida familia de Gabriel, y Irene conoce la familia de Gabriel. La hermana de Gabriel va a tener una quinceañera y Gabriel va a ser el chambelán de honor. El amigo de Irene, Jake, enseña Gabriel cómo bailar y Gabriel ayuda Jake con su español. Jake va a voy a una cita y está nerviosa, pero los dos se besan. La hermana de Gabriel y su mamá no acuerdan los detalles de la quinceañera, y la chica escribe un blog donde su queja, pero su tía las ayuda a entenderse. Gabriel le duele su tobillo y teme que no puede ser el chambelán de honor. Afortunadamente su tobillo sana en tiempo por la fiesta. Gabriel se equivoca en el baile, pero su padre dice que está orgulloso de él."
W23,IFG,SPA 2,22,Male,El libro trata sobre una Quinceanera y un nino que se rompio el pie.
W23,IFG,SPA 2,20,Male,"Irene tiene una cita con Gabriel. Hacemos su cita y Gabriel ofrece un anillo a Irene cuando están tener comida. Irene está sorprendida porque ella cree un anillo está boda pero Gabriel dice esto el anillo significa un relación oficial. Gabriel ofrece tener Irene a su cena de familia. Gabriel tiene un hermana quien va a tener una quinceañera. Gloria es la mamá de Lola y quiere Lola lleva su vestido de su quinceañera. Lola no quiere porque el vestido de Gloria es viejo y Lola quiere llevar un vestido moderno. Lola también quiere Gabriel ser chambelán de honor en su quinceañera. Gabriel dice sí pero tiene dolor en su tobillo. El día de la quinceañera llega y Gabriel todavía siente dolor pero él puede bailar. Gabriel y Lola bailan pero Gabriel comete un error. Jake ayuda Gabriel y Lola y Gabriel tienen un gran baile. La quinceañera es un gran éxito. 
"
W23,IFG,SPA 2,21,Female,"Jake le dio un anillo a Lola y ella da miedo de que sea un anillo de compromiso pero no es un anillo de compromiso. Jake invita a Lola a su casa y conoce a su familia. Irene está cumpliendo quince años y planea organizar su fiesta de quinceañera. Irene invita a su hermano a ser sus chambelanes y bailar con ella en la quinceañera. Irene quiere llevar Converse para su quinceañera pero su madre insiste en que Irene necesita llevar zapatos de tacón. El hermano de Irene, Jake, se rompió la pierna y teme no poder bailar con Irene en la quinceañera. La pierna de Jake se cura antes de la quinceañera y pudo bailar con Irene pero cometió algunos errores y Gabriel comenzó a bailar en grupo para que nadie se diera cuenta del error. Jake está triste porque arruinó la quinceañera de su hermana pero su padre le dijo que está orgulloso de él. 
"
W23,IFG,SPA 2,19,Female,"The book from class is about a girls journey to her quincenera which is a sacred tradition and milestone for Latina girls celebrated with friends and family. A specifically important aspect of a quincenera is the dance, throughout the book she is attempting to practice and put together the partnered dance switching her partners numerous times with many twists and tumbles. She also experiences some uncomfortable generational disagreements with her family members about what she will wear and what the celebration will look like. In the final chapter we see the quincenera unfold beautifully and have completed her journey with her to the end. "
W23,IFG,SPA 2,20,Female,"La historia trataba sobre la historia de amor de Jake e Irene. Sigue sus vidas y la quinceañera de uno de los personajes. Cada capítulo involucra un desarrollo del drama que conduce a la quinceañera. Esto incluye peleas, planificación, lesiones y mucha conexión familiar. 

Específicamente, mi capítulo favorito fue cuando Jake puso a prueba su español cantando una canción especial para Lola. Fue un momento bonito cuando Lola, Irene y Gabriel se abrazaron, pero luego se volvió cómico cuando Gabriel grabó y dijo que lo iba a publicar y que Jake se volvería viral. 

También fue genial aprender sobre la cultura de las quinceañeras españolas. En el capítulo 6 fue muy realista cómo Lola y su mamá peleaban por el estilo de su vestido, peinado y maquillaje. Es interesante cómo tantas parejas de madre e hija tienen interacciones similares cuando ocurren eventos importantes como las quinceañeras. 

El capítulo más triste fue cuando Jake se cayó de su bicicleta y estaba preocupado de no estar bien para la quinceañera de su hermana. Fue bueno que el capítulo tocara el tema de lo costosos que son los gastos médicos, ya que después de la visita de Jake al hospital, recibió una factura muy cara. El sistema de atención médica estadounidense es único en la forma en que cobran en exceso a las personas enfermas. Mientras Jake se recuperaba de su pie roto, fue bueno que su hermano mayor pudiera llamar y verificar cómo estaba. Realmente disfruté leyendo esta historia y aprecié las conexiones que hizo con el vocabulario, la vida de Davis, los estudiantes universitarios, las relaciones y la cultura."
W23,IFG,SPA 2,19,Female,"Olvidé algunos de los nombres, pero un chico estaba tratando de hacerlo oficial con una chica y luego le dio un anillo. Ella se asustó al principio porque pensó que él estaba proponiendo. Él le dijo que era solo un anillo de promesa. Entonces su hermana pequeña estaba planeando su quinceañera. La mamá quería que ella tuviera zapatos elegantes y la hermana pequeña realmente no quería eso. Ella publicó videos de YouTube sobre cómo su madre controlaba. Entonces su mamá vio el video. También había mucha práctica de baile y el hermano estaba muy nervioso. Durante la quinceañera, había una flash mob y estaba bien. La hermana tampoco llevaba los zapatos de lujo que la mamá quería que llevara. El padre estaba orgulloso del hermano por estar allí para su hermana y hacer bien en los bailes. Eso es todo lo que puedo recordar."
W23,IFG,SPA 2,19,Male,"va a hacer un examen para cada unidad del libro, incluido un examen final. El libro comienza una unidad con el tema del español que va a aprender. Esto incluye una mini conferencia o video sobre las nuevas palabras y la gramática que va a usar. Esto venir con gráficos y archivos PDF para que los descargue o consulte más adelante para sus notas. Estos ayudar con las asignaciones en la unidad respectiva y las próximas unidades por venir. En las unidades hay tareas interactivas donde leerás, escucharás y verás videos sobre países de habla hispana. Aprenderás sobre su cultura y cosas y lugares en esos países. Las preguntas en sus tareas se correlacionarán con los temas que aprenda en estos talleres. También realizarás un proyecto que será presentado en clase a tu profesor y compañeros. Después de completar todas las tareas y proyectos del libro, terminará."
W23,IFG,SPA 2,20,Non-binary / third gender,Gabriel da un anillo a Irene y lo solamente un regaló. Irene está estresado porque voy a visitar la familia de Gabriel. Su familia le gusta Irene. La hermana preguntar Gabriel a ser su Chambelán para su quinceañera. Gabriel está nervioso porque to es un bueno bailador. 3 o 4 semanas antes de la fiesta el se rompió su pierna en un accidente. Su hermana tiene problemas con planear porque ella quiere diferente cosas que su mamá quiere para la fiesta. Gabriel mejores antes de la quinceañera y la fiesta tenía éxito. 
W23,IFG,SPA 2,20,Female,"Gabriel brings his girlfriend to meet his family after only dating for a short while. She is very nervous about it but ends up liking his sister a lot. His sister invites her to her quince and asks her brother to be in the chamber of honor. He agrees, but then chases his friend on a bike and falls. He is taken to the hospital and finds out that he hurt his ankle so he can't dance at his sister's party. His sister starts planning her quince but constantly argues with her mom about it so she starts a vlog on YouTube. Her mom finds out about the vlog and gets upset, but they continue to argue about the dress, shoes, hair and more."
W23,IFG,SPA 2,18,Prefer not to say,"Hay una chica que se llama Lola. Lola tiene un hermano que se llama Gabriel. Lola tiene quince años y tiene una quinceañera. Ella está muy feliz y preguntar a Gabriel “¿quiere ser mi chambelan?” Gabriel dice “¡Si!”. Él está nervioso por no poder bailar. Hay otra persona que se llama Jake. Quiere aprender español y habla con Gabriel y su novia, Irene. Gabriel ayuda a Jake a aprender español y Jake ayuda a Gabriel a bailar. Gabriel monta en bicicleta y cae. No puede bailar con Lola. Lola quiere un vestido moderno, pero su madre quiere algo diferente. El papá de Lolas quiere ver una telenovela que se llama Jane the Virgin. Todos los personas están hablando y él no puede oír la televisión. Está a punto de haber un beso y luego hay un corte de energía. Está muy molesto.En la quinceañera, Gabriel está nervioso, pero su papá lo ayuda y Gabriel está muy tranquilo. Él baila con Lola. Todos están muy felices.
"
S23,IFG,SPA 2,23,Female,"Gabriel tiene un anillo de compromiso para Irene. El anillo es un símbolo del amor y ellos deciden estar en una relación exclusiva juntos. Irene y Gabriel viajamos a case de los padres de Gabriel en Stockton a cenar. Lola que es una influencia, escribe sobre sus experiencias y frustraciones con su madre. La tía Eustaquia apoyo todas las ideas de su sobrina Lola, pero Gloria no le gusta las ideas de Lola. Enrique, el padre de Gabriel y Lola quiere ver el último episodio de Jane the Virgin sin distracciones. Pero, hay muchas interrupciones. A la recepción de la quinceañera de Lola, Gabriel esta muy nervioso para bailar con su hermana. Desafortunadamente, Gabriel pisó a Lola y perdió el ritmo. Agradecidamente, Jake estaba preparado para desviar la atención de los invitados cuando Gabriel cometía un error y Jake empezó la baile sorpresa. Enrique, el padre de Gabriel ofreció palabras de consuelo. En general, la historia tiene un final feliz."
S23,IFG,SPA 2,18,Female,"En la historia para mis talleres de lecture, el personaje, Irene, tiene una novia, Gabriel. Gabriel y Irene van muchos problemas juntos. Este historia tiene Gabriel mucho porque su familia quiere celebra la quince años para su hermana, Lola. Irene recibe un la invitación a la quinceañera de Lola. La historia también es sobre Lola porque ella es la cumpleañera. Lola tiene muchos problems con su quinceañera porque su mama no le gusta las ideas de Lola. En el final, Lola tiene su quinceañera y todos sienten contenta. "
S23,IFG,SPA 2,19,Male,"The book was about a family. There were many characters from Gabriel and Irene, to Jake y Lola. There were many individual stories and some of the main ones were Lola's quinceanera, Gabriel y Irene's relationship. Gabriel gave a ring to Irene that was not an engagement ring, and Irene was confused. Lola was fighting with her mom and aunt about how her quinceanera should go. Lola wanted a non traditional party, but her mom wanted a traditional party. The aunt was more on the side of Lola, and told Lola's mom to lay off of her. In the end, it was unclear what type of party it was. Jake was another character and he was studying spanish for learning abroad. Another chapter we were introduced to Estaban, the families father. He wanted to watch Jane the Virgin, but everyone was being crazy and loud, so he couldn't watch it. He was very mad and the chapter was amusing. "
S23,IFG,SPA 2,19,Female,"This story was a continuation of the story from Spanish 001, about Irene. However, this one is about her boyfriend Gabriel and how his sister is getting ready to have her quinceañera. Throughout the story, there are many problems that arise, such as Gabriel not knowing how to dance and hurting his ankle in a bike accident. His mom and sister, Lola, also argue about a lot of decisions when it comes to planning her quinceñera. But in the end, Gabriel gets better and is able to be Lola's chambelan of honor and everyone is happy during the celebration"
S23,IFG,SPA 2,20,Female,"Hay una chica se llama Irene y ella es la novia de Gabriel. Gabriel se da un anillo tambien. Gabriel quiere Lola encontrar su familia entonces ella va a cena con él a su casa. Ella encontra la madre, tía, hermana y muchos otros personas de la familia de Gabriel. Gabriel tiene una hermana se llama Lola y ella tiene 14 años entonces su quinceañera está pronto. Lola quiere su hermanno, Gabriel, bailar con ella durante su quinceañera pero él no sabe cómo bailar. El amigo de Irene que se llama Jake baila mucha entonces él mostra Gabriel cómo bailar. Un dia, Gabriel cae en su bicicleta y se rota su tobillo. Tambien, Lola y su madre no le gustan las ideas de la otra persona por la quinceañera. Pero en el fin, todos estás bien y la quinceañera es muy bonita y perfecta. Gabriel baila con su hermana y no hace mucho errores"
S23,IFG,SPA 2,20,Female,"En la historia, está un hombre se llama Gabriel. Gabriel es un estudiante de UC Davis y es el novio de Irene. La hermana de Gabriel va tiene una quinceañera. Se llama Lola. Gabriel quiere bailar con Lola a su quinceanera. Él practica mucho con Irene y el compañero de Irene, Jake. Los problemas comienzan cuando la madre de Lola quiere que ella tenga una celebración tradicional. Lola no quiere. Su madre quiere que Lola usar su vestido viejo. Lola quiere un nuevo vestido elegante y quieres usar converse. Más tarde, Gabriel es en un accidente de bicicleta. Él se duele la pierna y está nervioso porque no puede bailar. Un otro hermano de Lola dice que puede bailar con Lola si Gabriel no puede. Pero, en el final Lola tiene una gran celebración que ella quiere. Su vestido nuevo y elegante. Ella está usando converse. Gabriel es recuperado y se pone bailar con Lola.    "
S23,IFG,SPA 2,18,Female,"En “La Quinceañera” la historia se centra en Gabriel y Irene después de ser novios oficialmente. Otros personajes importantes son Lola, la hermana de Gabriel, Jake quien es el mejor amigo de Irene, los padres de Gabriel y Lola, y su tía Eustaquia también. En la historia, Lola quiere una quinceañera moderna, con Converse y pizza, pero su mamá Gloria tiene otras ideas que son más tradicionales. En el fin, Eustaquia ayuda a Lola y la quinceañera es una ceremonia hermosa. Para Gabriel, quiere ser el chambelán de honor de Lola, pero tiene un accidente de bicicleta y tiene que recuperarse. En el fin, puede bailar con Lola y está muy contenta, pero cuando Gabriel piso a Lola, su amigo Jake tiene que crear un flash mob. Jake es muy cómico en cada capítulo, y practica su español con Irene muchas veces. Mi capitulo favorito es 2 porque Jake y Lola comparten mensajes de textos y memes de gatos. En general, “La Quinceañera” es muy dulce y se centra en familia y relaciones importantes, que pueden ser difíciles a veces pero más necesarias. "
